
moufeter Présent,,,,,,
moufeter Passé Composé,j'ai moufeté,tu as moufeté,il a moufeté,nous avons moufeté,vous avez moufeté,ils ont moufeté
moufeter Imparfait,,,,,,
moufeter Plus-que-parfait,j'avais moufeté,tu avais moufeté,il avait moufeté,nous avions moufeté,vous aviez moufeté,ils avaient moufeté
moufeter Futur Simple,,,,,,
moufeter Futur Antérieur,j'aurai moufeté,tu auras moufeté,il aura moufeté,nous aurons moufeté,vous aurez moufeté,ils auront moufeté
moufeter Conditionnel Présent,,,,,,
moufeter Conditionnel Passé,j'aurais moufeté,tu aurais moufeté,il aurait moufeté,nous aurions moufeté,vous auriez moufeté,ils auraient moufeté
moufeter Subjonctif Présent,,,,,,
moufeter Subjonctif Passé,que j'aie moufeté,que tu aies moufeté,qu'il ait moufeté,que nous ayons moufeté,que vous ayez moufeté,qu'ils aient moufeté
moufeter Subjonctif Imparfait,,,,,,
moufeter Subjonctif Plus-que-parfait,que j'eusse moufeté,que tu eusses moufeté,qu'il eût moufeté,que nous eussions moufeté,que vous eussiez moufeté,qu'ils eussent moufeté
moufeter Passé simple,,,,,,
moufeter Passé Antérieur,j'eus moufeté,tu eus moufeté,il eut moufeté,nous eûmes moufeté,vous eûtes moufeté,ils eurent moufeté
moufeter Impératif Présent,,,,,,
moufeter Infinitif Présent,je moufeter,tu moufeter,il moufeter,nous moufeter,vous moufeter,ils moufeter
moufeter Participe Présent,,,,,,
moufeter Participe Passé,je moufeté,tu moufeté,il moufeté,nous moufeté,vous moufeté,ils moufeté

moufter Présent,,,,,,
moufter Passé Composé,j'ai moufté,tu as moufté,il a moufté,nous avons moufté,vous avez moufté,ils ont moufté
moufter Imparfait,je mouftais,tu mouftais,il mouftait,nous mouftions,vous mouftiez,ils mouftaient
moufter Plus-que-parfait,j'avais moufté,tu avais moufté,il avait moufté,nous avions moufté,vous aviez moufté,ils avaient moufté
moufter Futur Simple,,,,,,
moufter Futur Antérieur,j'aurai moufté,tu auras moufté,il aura moufté,nous aurons moufté,vous aurez moufté,ils auront moufté
moufter Conditionnel Présent,,,,,,
moufter Conditionnel Passé,j'aurais moufté,tu aurais moufté,il aurait moufté,nous aurions moufté,vous auriez moufté,ils auraient moufté
moufter Subjonctif Présent,,,,,,
moufter Subjonctif Passé,que j'aie moufté,que tu aies moufté,qu'il ait moufté,que nous ayons moufté,que vous ayez moufté,qu'ils aient moufté
moufter Subjonctif Imparfait,,,,,,
moufter Subjonctif Plus-que-parfait,que j'eusse moufté,que tu eusses moufté,qu'il eût moufté,que nous eussions moufté,que vous eussiez moufté,qu'ils eussent moufté
moufter Passé simple,,,,,,
moufter Passé Antérieur,j'eus moufté,tu eus moufté,il eut moufté,nous eûmes moufté,vous eûtes moufté,ils eurent moufté
moufter Impératif Présent,,,,,,
moufter Infinitif Présent,je moufter,tu moufter,il moufter,nous moufter,vous moufter,ils moufter
moufter Participe Présent,,,,,,
moufter Participe Passé,je moufté,tu moufté,il moufté,nous moufté,vous moufté,ils moufté

rapiécer Présent,je rapièce,tu rapièces,il rapièce,nous rapié[cç]ons,vous rapiécez,ils rapiècent
rapiécer Passé Composé,j'ai rapiécé,tu as rapiécé,il a rapiécé,nous avons rapiécé,vous avez rapiécé,ils ont rapiécé
rapiécer Imparfait,je rapié[cç]ais,tu rapié[cç]ais,il rapié[cç]ait,nous rapiécions,vous rapiéciez,ils rapié[cç]aient
rapiécer Plus-que-parfait,j'avais rapiécé,tu avais rapiécé,il avait rapiécé,nous avions rapiécé,vous aviez rapiécé,ils avaient rapiécé
rapiécer Futur Simple,je rapiécerai,tu rapiéceras,il rapiécera,nous rapiécerons,vous rapiécerez,ils rapiéceront
rapiécer Futur Antérieur,j'aurai rapiécé,tu auras rapiécé,il aura rapiécé,nous aurons rapiécé,vous aurez rapiécé,ils auront rapiécé
rapiécer Conditionnel Présent,je rapiécerais,tu rapiécerais,il rapiécerait,nous rapiécerions,vous rapiéceriez,ils rapiéceraient
rapiécer Conditionnel Passé,j'aurais rapiécé,tu aurais rapiécé,il aurait rapiécé,nous aurions rapiécé,vous auriez rapiécé,ils auraient rapiécé
rapiécer Subjonctif Présent,que je rapièce,que tu rapièces,qu'il rapièce,que nous rapiécions,que vous rapiéciez,qu'ils rapiècent
rapiécer Subjonctif Passé,que j'aie rapiécé,que tu aies rapiécé,qu'il ait rapiécé,que nous ayons rapiécé,que vous ayez rapiécé,qu'ils aient rapiécé
rapiécer Subjonctif Imparfait,que je rapié[cç]asse,que tu rapié[cç]asses,qu'il rapié[cç]ât,que nous rapié[cç]assions,que vous rapié[cç]assiez,qu'ils rapié[cç]assent
rapiécer Subjonctif Plus-que-parfait,que j'eusse rapiécé,que tu eusses rapiécé,qu'il eût rapiécé,que nous eussions rapiécé,que vous eussiez rapiécé,qu'ils eussent rapiécé
rapiécer Passé simple,je rapié[cç]ai,tu rapié[cç]as,il rapié[cç]a,nous rapié[cç]âmes,vous rapié[cç]âtes,ils rapiécèrent
rapiécer Passé Antérieur,j'eus rapiécé,tu eus rapiécé,il eut rapiécé,nous eûmes rapiécé,vous eûtes rapiécé,ils eurent rapiécé
rapiécer Impératif Présent,,tu rapièce,,nous rapié[cç]ons,vous rapiécez,
rapiécer Infinitif Présent,je rapiécer,tu rapiécer,il rapiécer,nous rapiécer,vous rapiécer,ils rapiécer
rapiécer Participe Présent,je rapié[cç]ant,tu rapié[cç]ant,il rapié[cç]ant,nous rapié[cç]ant,vous rapié[cç]ant,ils rapié[cç]ant
rapiécer Participe Passé,je rapiécé,tu rapiécé,il rapiécé,nous rapiécé,vous rapiécé,ils rapiécé

résulter Présent,,,il résulte,,,
résulter Passé Composé,j'ai résulté,tu as résulté,il a résulté,nous avons résulté,vous avez résulté,ils ont résulté
résulter Imparfait,,,il résultait,,,
résulter Plus-que-parfait,j'avais résulté,tu avais résulté,il avait résulté,nous avions résulté,vous aviez résulté,ils avaient résulté
résulter Futur Simple,,,il résultera,,,
résulter Futur Antérieur,j'aurai résulté,tu auras résulté,il aura résulté,nous aurons résulté,vous aurez résulté,ils auront résulté
résulter Conditionnel Présent,,,il résulterait,,,
résulter Conditionnel Passé,j'aurais résulté,tu aurais résulté,il aurait résulté,nous aurions résulté,vous auriez résulté,ils auraient résulté
résulter Subjonctif Présent,,,qu'il résulte,,,
résulter Subjonctif Passé,que j'aie résulté,que tu aies résulté,qu'il ait résulté,que nous ayons résulté,que vous ayez résulté,qu'ils aient résulté
résulter Subjonctif Imparfait,,,qu'il résultât,,,
résulter Subjonctif Plus-que-parfait,que j'eusse résulté,que tu eusses résulté,qu'il eût résulté,que nous eussions résulté,que vous eussiez résulté,qu'ils eussent résulté
résulter Passé simple,,,il résulta,,,
résulter Passé Antérieur,j'eus résulté,tu eus résulté,il eut résulté,nous eûmes résulté,vous eûtes résulté,ils eurent résulté
résulter Impératif Présent,,,,,,
résulter Infinitif Présent,je résulter,tu résulter,il résulter,nous résulter,vous résulter,ils résulter
résulter Participe Présent,je résultant,tu résultant,il résultant,nous résultant,vous résultant,ils résultant
résulter Participe Passé,je résulté,tu résulté,il résulté,nous résulté,vous résulté,ils résulté

urger Présent,,,il urge,,,
urger Passé Composé,j'ai urgé,tu as urgé,il a urgé,nous avons urgé,vous avez urgé,ils ont urgé
urger Imparfait,,,il urgeait,,,
urger Plus-que-parfait,j'avais urgé,tu avais urgé,il avait urgé,nous avions urgé,vous aviez urgé,ils avaient urgé
urger Futur Simple,,,il urgera,,,
urger Futur Antérieur,j'aurai urgé,tu auras urgé,il aura urgé,nous aurons urgé,vous aurez urgé,ils auront urgé
urger Conditionnel Présent,,,il urgerait,,,
urger Conditionnel Passé,j'aurais urgé,tu aurais urgé,il aurait urgé,nous aurions urgé,vous auriez urgé,ils auraient urgé
urger Subjonctif Présent,,,qu'il urge,,,
urger Subjonctif Passé,que j'aie urgé,que tu aies urgé,qu'il ait urgé,que nous ayons urgé,que vous ayez urgé,qu'ils aient urgé
urger Subjonctif Imparfait,,,qu'il urgeât,,,
urger Subjonctif Plus-que-parfait,que j'eusse urgé,que tu eusses urgé,qu'il eût urgé,que nous eussions urgé,que vous eussiez urgé,qu'ils eussent urgé
urger Passé simple,,,il urgea,,,
urger Passé Antérieur,j'eus urgé,tu eus urgé,il eut urgé,nous eûmes urgé,vous eûtes urgé,ils eurent urgé
urger Impératif Présent,,,,,,
urger Infinitif Présent,j'urger,tu urger,il urger,nous urger,vous urger,ils urger
urger Participe Présent,j'urgeant,tu urgeant,il urgeant,nous urgeant,vous urgeant,ils urgeant
urger Participe Passé,j'urgé,tu urgé,il urgé,nous urgé,vous urgé,ils urgé

ayer Présent,j'aie|aye,tu aies|ayes,il aie|aye,nous ayons,vous ayez,ils aient|ayent
ayer Passé Composé,j'ai ayé,tu as ayé,il a ayé,nous avons ayé,vous avez ayé,ils ont ayé
ayer Imparfait,j'ayais,tu ayais,il ayait,nous ayions,vous ayiez,ils ayaient
ayer Plus-que-parfait,j'avais ayé,tu avais ayé,il avait ayé,nous avions ayé,vous aviez ayé,ils avaient ayé
ayer Futur Simple,j'aierai|ayerai,tu aieras|ayeras,il aiera|ayera,nous aierons|ayerons,vous aierez|ayerez,ils aieront|ayeront
ayer Futur Antérieur,j'aurai ayé,tu auras ayé,il aura ayé,nous aurons ayé,vous aurez ayé,ils auront ayé
ayer Conditionnel Présent,j'aierais|ayerais,tu aierais|ayerais,il aierait|ayerait,nous aierions|ayerions,vous aieriez|ayeriez,ils aieraient|ayeraient
ayer Conditionnel Passé,j'aurais ayé,tu aurais ayé,il aurait ayé,nous aurions ayé,vous auriez ayé,ils auraient ayé
ayer Subjonctif Présent,que j'aie|aye,que tu aies|ayes,qu'il aie|aye,que nous ayions,que vous ayiez,qu'ils aient|ayent
ayer Subjonctif Passé,que j'aie ayé,que tu aies ayé,qu'il ait ayé,que nous ayons ayé,que vous ayez ayé,qu'ils aient ayé
ayer Subjonctif Imparfait,que j'ayasse,que tu ayasses,qu'il ayât,que nous ayassions,que vous ayassiez,qu'ils ayassent
ayer Subjonctif Plus-que-parfait,que j'eusse ayé,que tu eusses ayé,qu'il eût ayé,que nous eussions ayé,que vous eussiez ayé,qu'ils eussent ayé
ayer Passé simple,j'ayai,tu ayas,il aya,nous ayâmes,vous ayâtes,ils ayèrent
ayer Passé Antérieur,j'eus ayé,tu eus ayé,il eut ayé,nous eûmes ayé,vous eûtes ayé,ils eurent ayé
ayer Impératif Présent,,tu aye|aie,,nous ayons,vous ayez,
ayer Infinitif Présent,j'ayer,tu ayer,il ayer,nous ayer,vous ayer,ils ayer
ayer Participe Présent,j'ayant,tu ayant,il ayant,nous ayant,vous ayant,ils ayant
ayer Participe Passé,j'ayé,tu ayé,il ayé,nous ayé,vous ayé,ils ayé

placer Présent,je place,tu places,il place,nous plaçons,vous placez,ils placent
placer Passé Composé,j'ai placé,tu as placé,il a placé,nous avons placé,vous avez placé,ils ont placé
placer Imparfait,je plaçais,tu plaçais,il plaçait,nous placions,vous placiez,ils plaçaient
placer Plus-que-parfait,j'avais placé,tu avais placé,il avait placé,nous avions placé,vous aviez placé,ils avaient placé
placer Futur Simple,je placerai,tu placeras,il placera,nous placerons,vous placerez,ils placeront
placer Futur Antérieur,j'aurai placé,tu auras placé,il aura placé,nous aurons placé,vous aurez placé,ils auront placé
placer Conditionnel Présent,je placerais,tu placerais,il placerait,nous placerions,vous placeriez,ils placeraient
placer Conditionnel Passé,j'aurais placé,tu aurais placé,il aurait placé,nous aurions placé,vous auriez placé,ils auraient placé
placer Subjonctif Présent,que je place,que tu places,qu'il place,que nous placions,que vous placiez,qu'ils placent
placer Subjonctif Passé,que j'aie placé,que tu aies placé,qu'il ait placé,que nous ayons placé,que vous ayez placé,qu'ils aient placé
placer Subjonctif Imparfait,que je plaçasse,que tu plaçasses,qu'il plaçât,que nous plaçassions,que vous plaçassiez,qu'ils plaçassent
placer Subjonctif Plus-que-parfait,que j'eusse placé,que tu eusses placé,qu'il eût placé,que nous eussions placé,que vous eussiez placé,qu'ils eussent placé
placer Passé simple,je plaçai,tu plaças,il plaça,nous plaçâmes,vous plaçâtes,ils placèrent
placer Passé Antérieur,j'eus placé,tu eus placé,il eut placé,nous eûmes placé,vous eûtes placé,ils eurent placé
placer Impératif Présent,,tu place,,nous plaçons,vous placez,
placer Infinitif Présent,je placer,tu placer,il placer,nous placer,vous placer,ils placer
placer Participe Présent,je plaçant,tu plaçant,il plaçant,nous plaçant,vous plaçant,ils plaçant
placer Participe Passé,je placé,tu placé,il placé,nous placé,vous placé,ils placé

jeter Présent,je jette,tu jettes,il jette,nous jetons,vous jetez,ils jettent
jeter Passé Composé,j'ai jeté,tu as jeté,il a jeté,nous avons jeté,vous avez jeté,ils ont jeté
jeter Imparfait,je jetais,tu jetais,il jetait,nous jetions,vous jetiez,ils jetaient
jeter Plus-que-parfait,j'avais jeté,tu avais jeté,il avait jeté,nous avions jeté,vous aviez jeté,ils avaient jeté
jeter Futur Simple,je jetterai,tu jetteras,il jettera,nous jetterons,vous jetterez,ils jetteront
jeter Futur Antérieur,j'aurai jeté,tu auras jeté,il aura jeté,nous aurons jeté,vous aurez jeté,ils auront jeté
jeter Conditionnel Présent,je jetterais,tu jetterais,il jetterait,nous jetterions,vous jetteriez,ils jetteraient
jeter Conditionnel Passé,j'aurais jeté,tu aurais jeté,il aurait jeté,nous aurions jeté,vous auriez jeté,ils auraient jeté
jeter Subjonctif Présent,que je jette,que tu jettes,qu'il jette,que nous jetions,que vous jetiez,qu'ils jettent
jeter Subjonctif Passé,que j'aie jeté,que tu aies jeté,qu'il ait jeté,que nous ayons jeté,que vous ayez jeté,qu'ils aient jeté
jeter Subjonctif Imparfait,que je jetasse,que tu jetasses,qu'il jetât,que nous jetassions,que vous jetassiez,qu'ils jetassent
jeter Subjonctif Plus-que-parfait,que j'eusse jeté,que tu eusses jeté,qu'il eût jeté,que nous eussions jeté,que vous eussiez jeté,qu'ils eussent jeté
jeter Passé simple,je jetai,tu jetas,il jeta,nous jetâmes,vous jetâtes,ils jetèrent
jeter Passé Antérieur,j'eus jeté,tu eus jeté,il eut jeté,nous eûmes jeté,vous eûtes jeté,ils eurent jeté
jeter Impératif Présent,,tu jette,,nous jetons,vous jetez,
jeter Infinitif Présent,je jeter,tu jeter,il jeter,nous jeter,vous jeter,ils jeter
jeter Participe Présent,je jetant,tu jetant,il jetant,nous jetant,vous jetant,ils jetant
jeter Participe Passé,je jeté,tu jeté,il jeté,nous jeté,vous jeté,ils jeté

peser Présent,je pèse,tu pèses,il pèse,nous pesons,vous pesez,ils pèsent
peser Passé Composé,j'ai pesé,tu as pesé,il a pesé,nous avons pesé,vous avez pesé,ils ont pesé
peser Imparfait,je pesais,tu pesais,il pesait,nous pesions,vous pesiez,ils pesaient
peser Plus-que-parfait,j'avais pesé,tu avais pesé,il avait pesé,nous avions pesé,vous aviez pesé,ils avaient pesé
peser Futur Simple,je pèserai,tu pèseras,il pèsera,nous pèserons,vous pèserez,ils pèseront
peser Futur Antérieur,j'aurai pesé,tu auras pesé,il aura pesé,nous aurons pesé,vous aurez pesé,ils auront pesé
peser Conditionnel Présent,je pèserais,tu pèserais,il pèserait,nous pèserions,vous pèseriez,ils pèseraient
peser Conditionnel Passé,j'aurais pesé,tu aurais pesé,il aurait pesé,nous aurions pesé,vous auriez pesé,ils auraient pesé
peser Subjonctif Présent,que je pèse,que tu pèses,qu'il pèse,que nous pesions,que vous pesiez,qu'ils pèsent
peser Subjonctif Passé,que j'aie pesé,que tu aies pesé,qu'il ait pesé,que nous ayons pesé,que vous ayez pesé,qu'ils aient pesé
peser Subjonctif Imparfait,que je pesasse,que tu pesasses,qu'il pesât,que nous pesassions,que vous pesassiez,qu'ils pesassent
peser Subjonctif Plus-que-parfait,que j'eusse pesé,que tu eusses pesé,qu'il eût pesé,que nous eussions pesé,que vous eussiez pesé,qu'ils eussent pesé
peser Passé simple,je pesai,tu pesas,il pesa,nous pesâmes,vous pesâtes,ils pesèrent
peser Passé Antérieur,j'eus pesé,tu eus pesé,il eut pesé,nous eûmes pesé,vous eûtes pesé,ils eurent pesé
peser Impératif Présent,,tu pèse,,nous pesons,vous pesez,
peser Infinitif Présent,je peser,tu peser,il peser,nous peser,vous peser,ils peser
